Name,Type,Category,Price,Location,County,No. of Bedrooms,No. of Bathrooms,No. of Ensuite Bedrooms,Date,Floor_area_sqm,Land_Size,Elevator,Parking,Condition,DSQ,Floor_Number,URL
1 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 4,000,000","Westlands Area, Westlands",Nairobi,1,1,1,2026-06-13,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4009497
1 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 4,500,000","Westlands Area, Westlands",Nairobi,1,1,1,2026-06-13,42,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4009496
1 Bed Apartment at Sports Road,Residential,Apartment,"KSh 7,600,000","Westlands Area, Westlands",Nairobi,1,1,1,2026-06-13,67,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4009513
1 Bed Apartment at Kirichwa Road,Residential,Apartment,"KSh 6,700,000",Kilimani,Nairobi,1,1,1,2026-06-13,70,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4009501
1 Bed Apartment at Church Road,Residential,Apartment,"KSh 6,700,000","Westlands Area, Westlands",Nairobi,1,1,1,2026-06-13,70,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4009491
2 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 7,000,000",Kileleshwa,Nairobi,2,2,1,2026-06-13,62,92 HA,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kileleshwa-4009488
2 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 7,000,000",Kileleshwa,Nairobi,2,2,1,2026-06-13,64,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kileleshwa-4009490
1 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 4,000,000",Kileleshwa,Nairobi,1,1,1,2026-06-13,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kileleshwa-4009486
4 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 13,000,000",Kileleshwa,Nairobi,4,5,1,2026-06-13,125,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kileleshwa-4007867
4 Bed Apartment in Lavington,Residential,Apartment,"KSh 13,000,000",Lavington,Nairobi,4,5,1,2026-06-13,,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-lavington-4007848
3 Bed Apartment in Lavington,Residential,Apartment,"KSh 10,500,000",Lavington,Nairobi,3,3,1,2026-06-13,,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-lavington-4007879
1 Bed Apartment in Lavington,Residential,Apartment,"KSh 4,000,000",Lavington,Nairobi,1,1,1,2026-06-13,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-lavington-4007877
0.25 ac Land in Parklands,Land,Land,"KSh 125,000,000","Parklands, Westlands",Nairobi,220,,,2026-03-31,,,0,1,,0,,https://www.buyrentkenya.com/listings/025-ac-land-for-sale-parklands-3917081
Serviced 3 Bed Apartment in Lavington,Residential,Apartment,"KSh 21,000,000",Lavington,Nairobi,3,3,1,2026-05-19,,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-lavington-3861582
0.25 ac Land in Ruai,Land,Land,"KSh 9,000,000",Ruai,Nairobi,220,,,2026-05-18,,,0,1,,0,,https://www.buyrentkenya.com/listings/025-ac-land-for-sale-ruai-1-3776887
3 Bed Apartment in Lavington,Residential,Apartment,"KSh 10,500,000",Lavington,Nairobi,3,3,1,2026-06-13,,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-lavington-4007879
1 Bed Apartment in Lavington,Residential,Apartment,"KSh 4,000,000",Lavington,Nairobi,1,1,1,2026-06-13,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-lavington-4007877
4 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 20,000,000",Kileleshwa,Nairobi,4,5,1,2026-06-13,180,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kileleshwa-4007899
3 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 10,500,000",Kileleshwa,Nairobi,3,3,1,2026-06-13,114,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kileleshwa-4007897
4 Bed Apartment in Lavington,Residential,Apartment,"KSh 20,000,000",Lavington,Nairobi,4,5,1,2026-06-13,180,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-lavington-4007880
1 Bed Apartment in Lavington,Residential,Apartment,"KSh 3,000,000",Lavington,Nairobi,1,1,1,2026-06-13,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-lavington-4008483
3 Bed Apartment in Lavington,Residential,Apartment,"KSh 9,000,000",Lavington,Nairobi,3,3,1,2026-06-13,91,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-lavington-4007938
2 Bed Apartment in Lavington,Residential,Apartment,"KSh 7,000,000",Lavington,Nairobi,2,2,1,2026-06-13,60,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-lavington-4007878
4 Bed Apartment in Kilimani,Residential,Apartment,"KSh 13,000,000",Kilimani,Nairobi,4,4,1,2026-06-13,118,,1,1,,1,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kilimani-4009473
4 Bed Apartment in Kilimani,Residential,Apartment,"KSh 13,000,000",Kilimani,Nairobi,4,4,1,2026-06-13,,,1,1,,1,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kilimani-4009472
3 Bed Apartment in Kilimani,Residential,Apartment,"KSh 9,000,000",Kilimani,Nairobi,3,3,1,2026-06-13,,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kilimani-4009471
3 Bed Apartment in Kilimani,Residential,Apartment,"KSh 9,000,000",Kilimani,Nairobi,3,3,1,2026-06-13,59,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kilimani-4009470
2 Bed Apartment in Kilimani,Residential,Apartment,"KSh 6,000,000",Kilimani,Nairobi,2,2,1,2026-06-13,45,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4009469
2 Bed Apartment in Kilimani,Residential,Apartment,"KSh 7,000,000",Kilimani,Nairobi,2,2,1,2026-06-13,61,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4009468
1 Bed Apartment in Kilimani,Residential,Apartment,"KSh 3,000,000",Kilimani,Nairobi,1,1,1,2026-06-13,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4009467
1 Bed Apartment in Kilimani,Residential,Apartment,"KSh 4,000,000",Kilimani,Nairobi,1,1,1,2026-06-13,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4009463
1 Bed Apartment at Westlands Road,Residential,Apartment,"KSh 8,500,000","Westlands Area, Westlands",Nairobi,1,1,1,2026-06-13,81,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4009117
4 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 17,900,000","Westlands Area, Westlands",Nairobi,4,4,1,2026-06-13,178,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-westlands-area-4009461
4 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 17,900,000","Westlands Area, Westlands",Nairobi,4,4,1,2026-06-13,,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-westlands-area-4009460
3 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 11,000,000","Westlands Area, Westlands",Nairobi,3,3,1,2026-06-13,89,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-westlands-area-4009457
3 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 11,000,000","Westlands Area, Westlands",Nairobi,3,3,1,2026-06-13,86,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-westlands-area-4009455
2 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 7,500,000","Westlands Area, Westlands",Nairobi,2,2,1,2026-06-13,57,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4009453
Serviced 5 Bed Villa at Links Road,Residential,Villa,"KSh 33,000,000","Nyali Area, Nyali",Nairobi,5,4,1,2026-06-09,380,,0,1,,0,,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-nyali-area-3969704
3 Bed Apartment at Mt Kenya,Residential,Apartment,"KSh 11,500,000","Nyali Area, Nyali",Nairobi,3,3,1,2026-06-02,71,,0,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-nyali-area-3915832
0.25 ac Land in Ruai,Land,Land,"KSh 4,000,000",Ruai,Nairobi,220,,,2026-05-18,,,0,1,,0,,https://www.buyrentkenya.com/listings/025-ac-land-for-sale-ruai-1-3776880
1 Bed Apartment at Westlands Road,Residential,Apartment,"KSh 90,000","Westlands Area, Westlands",Nairobi,1,1,1,2026-06-13,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4009093
1 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 4,000,000","Westlands Area, Westlands",Nairobi,1,1,1,2026-06-13,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4009452
2 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 7,000,000","Westlands Area, Westlands",Nairobi,2,2,1,2026-06-13,70,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4009454
6 Bed Townhouse at Lavington Estate Nairobi,Residential,Townhouse,"KSh 65,000,000",Lavington,Nairobi,6,6,1,2026-06-13,853,,0,1,,1,,https://www.buyrentkenya.com/listings/6-bedroom-townhouse-for-sale-lavington-4004620
3 Bed Apartment at Riverside Drive,Residential,Apartment,"KSh 20,000,000","Riverside, Westlands",Nairobi,3,3,1,2026-06-13,2500,,1,1,Existing,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-riverside-3996588
2 Bed Apartment at Riverside Drive,Residential,Apartment,"KSh 12,700,000","Riverside, Westlands",Nairobi,2,2,1,2026-06-13,114,,1,1,New,1,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-riverside-4005887
1 Bed Apartment at Raphta Road,Residential,Apartment,"KSh 7,500,000","Westlands Area, Westlands",Nairobi,1,1,1,2026-06-13,71,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4009444
2 Bed Apartment at Westlands Road,Residential,Apartment,"KSh 15,000,000","Westlands Area, Westlands",Nairobi,2,2,1,2026-06-13,108,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4009121
1 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 4,000,000","Westlands Area, Westlands",Nairobi,1,1,1,2026-06-13,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4009443
2 Bed Apartment at Parklands,Residential,Apartment,"KSh 12,500,000","Parklands, Westlands",Nairobi,2,1,1,2026-06-13,163,,1,1,Existing,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-parklands-4009148
3 Bed Apartment at Parklands,Residential,Apartment,"KSh 14,500,000","Parklands, Westlands",Nairobi,3,2,1,2026-06-13,163,,1,1,Existing,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-parklands-4009151
2 Bed Apartment at Westlands Road,Residential,Apartment,"KSh 31,000,000","Westlands Area, Westlands",Nairobi,2,2,1,2026-06-13,185,,1,1,,1,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4009380
3 Bed Apartment at Mwazi Road,Residential,Apartment,"KSh 41,000,000","Westlands Area, Westlands",Nairobi,3,3,1,2026-06-13,245,,1,1,,1,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-westlands-area-4009417
4 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 18,000,000","Westlands Area, Westlands",Nairobi,4,4,1,2026-06-13,,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-westlands-area-4009442
2 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 7,000,000","Westlands Area, Westlands",Nairobi,2,1,1,2026-06-13,57,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4009440
3 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 13,000,000","Westlands Area, Westlands",Nairobi,3,2,1,2026-06-13,119,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-westlands-area-4009441
1 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 4,000,000","Westlands Area, Westlands",Nairobi,1,1,1,2026-06-13,42,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4009439
4 Bed Apartment in Lavington,Residential,Apartment,"KSh 13,500,000",Lavington,Nairobi,4,4,1,2026-06-13,,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-lavington-4009438
4 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 13,500,000",Kileleshwa,Nairobi,4,4,1,2026-06-13,125,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kileleshwa-4009437
3 Bed Apartment in Lavington,Residential,Apartment,"KSh 10,000,000",Lavington,Nairobi,3,2,1,2026-06-13,,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-lavington-4009435
4 Bed Apartment in Kilimani,Residential,Apartment,"KSh 13,500,000",Kilimani,Nairobi,4,4,1,2026-06-13,119,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kilimani-4009436
3 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 10,000,000",Kileleshwa,Nairobi,3,2,1,2026-06-13,95,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kileleshwa-4009434
3 Bed Apartment at Mt Kenya,Residential,Apartment,"KSh 11,500,000","Nyali Area, Nyali",Nairobi,3,3,1,2026-06-02,71,,0,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-nyali-area-3915832
0.25 ac Land in Ruai,Land,Land,"KSh 4,000,000",Ruai,Nairobi,220,,,2026-05-18,,,0,1,,0,,https://www.buyrentkenya.com/listings/025-ac-land-for-sale-ruai-1-3776880
Land in Limuru,Land,Land,"KSh 35,000,000",Limuru,Kiambu,220,,,2026-03-24,,0.3 acres,0,1,,0,,https://www.buyrentkenya.com/listings/land-for-sale-limuru-3940269
4 Bed Apartment in Kilimani,Residential,Apartment,"KSh 13,500,000",Kilimani,Nairobi,4,4,1,2026-06-13,119,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kilimani-4009436
3 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 10,000,000",Kileleshwa,Nairobi,3,2,1,2026-06-13,110,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kileleshwa-4009434
3 Bed Apartment in Kilimani,Residential,Apartment,"KSh 10,000,000",Kilimani,Nairobi,3,2,1,2026-06-13,105,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kilimani-4009431
2 Bed Apartment in Lavington,Residential,Apartment,"KSh 6,000,000",Lavington,Nairobi,2,1,1,2026-06-13,,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-lavington-4009430
2 Bed Apartment in Kilimani,Residential,Apartment,"KSh 6,000,000",Kilimani,Nairobi,2,1,1,2026-06-13,50,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4009427
2 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 6,000,000",Kileleshwa,Nairobi,2,1,1,2026-06-13,60,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kileleshwa-4009429
1 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 4,000,000",Kileleshwa,Nairobi,1,1,1,2026-06-13,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kileleshwa-4009447
1 Bed Apartment in Lavington,Residential,Apartment,"KSh 3,000,000",Lavington,Nairobi,1,1,1,2026-06-13,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-lavington-4009426
1 Bed Apartment in Kilimani,Residential,Apartment,"KSh 3,000,000",Kilimani,Nairobi,1,1,1,2026-06-13,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4009424
1 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 3,000,000",Kileleshwa,Nairobi,1,1,1,2026-06-13,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kileleshwa-4009425
3 Bed House at Eden Ville,Residential,House,"KSh 23,000,000",Kiambu Road,Kiambu,3,3,1,2026-06-13,260,,0,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kiambu-road-4009422
1 Bed Apartment at Wangari Maathai Road,Residential,Apartment,"KSh 7,700,000","Westlands Area, Westlands",Nairobi,1,1,1,2026-06-13,70,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4009411
2 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 7,000,000","Westlands Area, Westlands",Nairobi,2,2,1,2026-06-13,57,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4009413
2 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 7,500,000","Westlands Area, Westlands",Nairobi,2,2,1,2026-06-13,57,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4009412
1 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 4,000,000","Westlands Area, Westlands",Nairobi,1,1,1,2026-06-13,42,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4009410
1 Bed Apartment in Westlands Area,Residential,Apartment,"KSh 4,000,000","Westlands Area, Westlands",Nairobi,1,1,1,2026-06-13,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4009414
1 Bed Apartment at Wangari Maathai Road,Residential,Apartment,"KSh 6,600,000","Westlands Area, Westlands",Nairobi,1,1,1,2026-06-13,60,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4009407
4 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 13,000,000",Kileleshwa,Nairobi,4,5,1,2026-06-13,125,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kileleshwa-4007958
3 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 9,000,000",Kileleshwa,Nairobi,3,3,1,2026-06-13,95,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kileleshwa-4008655
1 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 3,000,000",Kileleshwa,Nairobi,1,1,1,2026-06-13,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kileleshwa-4007859
4 Bed Apartment in Lavington,Residential,Apartment,"KSh 13,000,000",Lavington,Nairobi,4,5,1,2026-06-13,110,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-lavington-4008643
3 Bed Apartment in Lavington,Residential,Apartment,"KSh 9,000,000",Lavington,Nairobi,3,3,1,2026-06-13,,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-lavington-4008640
3 Bed House in Ngong,Residential,House,"KSh 9,200,000",Ngong,Kajiado,3,3,1,2026-06-04,506,,0,1,New,1,,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-ngong-3965430
1.49 ac Land in Riara Road,Land,Land,"KSh 450,000,000",Riara Road,Nairobi,220,,,2026-05-13,,1.49 Acre,0,1,,0,,https://www.buyrentkenya.com/listings/149-ac-land-for-sale-riara-road-3873785
0.05 ha Residential Land in Kikuyu Town,Land,Land,"KSh 4,300,000","Kikuyu Town, Kikuyu",Kiambu,220,,,2026-04-22,,0.05 ha,0,1,,0,,https://www.buyrentkenya.com/listings/005-ha-residential-land-for-sale-kikuyu-town-3977459
3 Bed Apartment in Lavington,Residential,Apartment,"KSh 9,000,000",Lavington,Nairobi,3,3,1,2026-06-13,,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-lavington-4008640
2 Bed Apartment in Lavington,Residential,Apartment,"KSh 7,000,000",Lavington,Nairobi,2,2,1,2026-06-13,79,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-lavington-4008678
1 Bed Apartment in Lavington,Residential,Apartment,"KSh 3,000,000",Lavington,Nairobi,1,1,1,2026-06-13,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-lavington-4008636
4 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 20,000,000",Kileleshwa,Nairobi,4,5,1,2026-06-13,139,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kileleshwa-4008696
3 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 10,500,000",Kileleshwa,Nairobi,3,3,1,2026-06-13,114,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kileleshwa-4008694
2 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 7,000,000",Kileleshwa,Nairobi,2,2,1,2026-06-13,62,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kileleshwa-4008692
1 Bed Apartment in Kileleshwa,Residential,Apartment,"KSh 4,000,000",Kileleshwa,Nairobi,1,1,1,2026-06-13,,,1,1,,0,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kileleshwa-4008688
4 Bed Apartment in Lavington,Residential,Apartment,"KSh 20,000,000",Lavington,Nairobi,4,5,1,2026-06-13,,,1,1,,0,,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-lavington-4008683
3 Bed Apartment in Lavington,Residential,Apartment,"KSh 10,500,000",Lavington,Nairobi,3,3,1,2026-06-13,91,,1,1,,0,,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-lavington-4008681
2 Bed Apartment in Lavington,Residential,Apartment,"KSh 6,000,000",Lavington,Nairobi,2,2,1,2026-06-13,,,1,1,,0,,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-lavington-4008927
